session_id,attempt_id,pair_id,attack,attack_family,source_identity,target_identity,epsilon,alpha,steps,threshold,similarity_before,similarity_after_attack,threshold_margin,accepted_after_attack,attack_success_before_defense,source_file,target_enroll_file,adv_file,perturbation_file,jpeg_evaluation_basis,jpeg_attack_success_before_defense,jpeg_similarity_after_defense,jpeg_accepted_after_defense,jpeg_defense_bypassed,jpeg_defense_success,jpeg_defense_time_sec,smoothing_evaluation_basis,smoothing_attack_success_before_defense,smoothing_similarity_after_defense,smoothing_accepted_after_defense,smoothing_defense_bypassed,smoothing_defense_success,smoothing_defense_time_sec,bitdepth_evaluation_basis,bitdepth_attack_success_before_defense,bitdepth_similarity_after_defense,bitdepth_accepted_after_defense,bitdepth_defense_bypassed,bitdepth_defense_success,bitdepth_defense_time_sec,adv_training_evaluation_basis,adv_training_attack_success_before_defense,adv_training_similarity_after_defense,adv_training_accepted_after_defense,adv_training_defense_bypassed,adv_training_defense_success,adv_training_defense_time_sec
faceauth_defense_44fcd2d6e120,vf_44fcd2d6e120,pair_000113,targeted_pgd_facenet_verification,pgd,John_Ashcroft,George_W_Bush,0.01,0.001,20,0.47966246581077576,0.2551112174987793,0.7881532311439514,0.308491,True,True,samples/0.010/vf_44fcd2d6e120/source/John_Ashcroft_0006.jpg,samples/0.010/vf_44fcd2d6e120/target_enroll/George_W_Bush_0374.jpg,samples/0.010/vf_44fcd2d6e120/adversarial/John_Ashcroft_John_Ashcroft_0006_to_George_W_Bush_George_W_Bush_0374_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_44fcd2d6e120/perturbation/John_Ashcroft_John_Ashcroft_0006_to_George_W_Bush_George_W_Bush_0374_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.69442064,True,True,False,0.0012,artifact_reload,True,0.38250872,False,False,True,0.0015,artifact_reload,True,0.64246762,True,True,False,0.0006,legacy_record,True,-0.13292797,False,False,True,
faceauth_defense_45c024f9f2db,vf_45c024f9f2db,pair_000054,targeted_pgd_facenet_verification,pgd,Donald_Rumsfeld,John_Ashcroft,0.01,0.001,20,0.47966246581077576,0.22119750082492828,0.7284802794456482,0.248818,True,True,samples/0.010/vf_45c024f9f2db/source/Donald_Rumsfeld_0091.jpg,samples/0.010/vf_45c024f9f2db/target_enroll/John_Ashcroft_0026.jpg,samples/0.010/vf_45c024f9f2db/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0091_to_John_Ashcroft_John_Ashcroft_0026_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_45c024f9f2db/perturbation/Donald_Rumsfeld_Donald_Rumsfeld_0091_to_John_Ashcroft_John_Ashcroft_0026_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.59589171,True,True,False,0.0013,artifact_reload,True,0.28442031,False,False,True,0.0018,artifact_reload,True,0.570885,True,True,False,0.0007,legacy_record,True,-0.03451316,False,False,True,
faceauth_defense_46e08db5e071,vf_46e08db5e071,pair_000132,targeted_pgd_facenet_verification,pgd,Donald_Rumsfeld,Gerhard_Schroeder,0.005,0.001,10,0.47966246581077576,0.22481846809387207,0.5473970770835876,0.067735,True,True,samples/0.005/vf_46e08db5e071/source/Donald_Rumsfeld_0082.jpg,samples/0.005/vf_46e08db5e071/target_enroll/Gerhard_Schroeder_0098.jpg,samples/0.005/vf_46e08db5e071/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0082_to_Gerhard_Schroeder_Gerhard_Schroeder_0098_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_46e08db5e071/perturbation/Donald_Rumsfeld_Donald_Rumsfeld_0082_to_Gerhard_Schroeder_Gerhard_Schroeder_0098_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,True,0.50982535,True,True,False,0.0014,artifact_reload,True,0.34650999,False,False,True,0.0014,artifact_reload,True,0.50017565,True,True,False,0.0007,legacy_record,True,0.03159706,False,False,True,
faceauth_defense_47f2fcecb685,vf_47f2fcecb685,pair_000030,targeted_pgd_facenet_verification,pgd,George_W_Bush,John_Ashcroft,0.01,0.001,20,0.47966246581077576,0.21223020553588867,0.8013876080513,0.321725,True,True,samples/0.010/vf_47f2fcecb685/source/George_W_Bush_0510.jpg,samples/0.010/vf_47f2fcecb685/target_enroll/John_Ashcroft_0006.jpg,samples/0.010/vf_47f2fcecb685/adversarial/George_W_Bush_George_W_Bush_0510_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_47f2fcecb685/perturbation/George_W_Bush_George_W_Bush_0510_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.65375811,True,True,False,0.0012,artifact_reload,True,0.23887907,False,False,True,0.0013,artifact_reload,True,0.60686415,True,True,False,0.0008,legacy_record,True,0.11899637,False,False,True,
faceauth_defense_48af2e6e91f3,vf_48af2e6e91f3,pair_000023,targeted_pgd_facenet_verification,pgd,Ariel_Sharon,Colin_Powell,0.01,0.001,10,0.47966246581077576,0.28864219784736633,0.6971893310546875,0.217527,True,True,samples/0.010/vf_48af2e6e91f3/source/Ariel_Sharon_0069.jpg,samples/0.010/vf_48af2e6e91f3/target_enroll/Colin_Powell_0179.jpg,samples/0.010/vf_48af2e6e91f3/adversarial/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_48af2e6e91f3/perturbation/Ariel_Sharon_Ariel_Sharon_0069_to_Colin_Powell_Colin_Powell_0179_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.61002547,True,True,False,0.0014,artifact_reload,True,0.23738781,False,False,True,0.0013,artifact_reload,True,0.57008636,True,True,False,0.0007,legacy_record,True,0.28372204,False,False,True,
faceauth_defense_498718c6771b,vf_498718c6771b,pair_000034,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Tony_Blair,0.01,0.001,10,0.47966246581077576,0.19492340087890625,0.6652241945266724,0.185562,True,True,samples/0.010/vf_498718c6771b/source/John_Ashcroft_0013.jpg,samples/0.010/vf_498718c6771b/target_enroll/Tony_Blair_0088.jpg,samples/0.010/vf_498718c6771b/adversarial/John_Ashcroft_John_Ashcroft_0013_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_498718c6771b/perturbation/John_Ashcroft_John_Ashcroft_0013_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.53961724,True,True,False,0.0012,artifact_reload,True,0.15739338,False,False,True,0.0014,artifact_reload,True,0.48733208,True,True,False,0.0007,legacy_record,True,0.1873139,False,False,True,
faceauth_defense_4a34c041687a,vf_4a34c041687a,pair_000198,targeted_pgd_facenet_verification,pgd,Jean_Chretien,George_W_Bush,0.01,0.001,20,0.47966246581077576,-0.16434818506240845,0.6621831059455872,0.182521,True,True,samples/0.010/vf_4a34c041687a/source/Jean_Chretien_0050.jpg,samples/0.010/vf_4a34c041687a/target_enroll/George_W_Bush_0302.jpg,samples/0.010/vf_4a34c041687a/adversarial/Jean_Chretien_Jean_Chretien_0050_to_George_W_Bush_George_W_Bush_0302_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_4a34c041687a/perturbation/Jean_Chretien_Jean_Chretien_0050_to_George_W_Bush_George_W_Bush_0302_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.48690817,True,True,False,0.0013,artifact_reload,True,0.06579817,False,False,True,0.0013,artifact_reload,True,0.3960095,False,False,True,0.0007,legacy_record,True,0.17698185,False,False,True,
faceauth_defense_4e7e4e82c77e,vf_4e7e4e82c77e,pair_000062,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Junichiro_Koizumi,0.01,0.001,20,0.47966246581077576,-0.10891760885715485,0.6045341491699219,0.124872,True,True,samples/0.010/vf_4e7e4e82c77e/source/John_Ashcroft_0018.jpg,samples/0.010/vf_4e7e4e82c77e/target_enroll/Junichiro_Koizumi_0058.jpg,samples/0.010/vf_4e7e4e82c77e/adversarial/John_Ashcroft_John_Ashcroft_0018_to_Junichiro_Koizumi_Junichiro_Koizumi_0058_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_4e7e4e82c77e/perturbation/John_Ashcroft_John_Ashcroft_0018_to_Junichiro_Koizumi_Junichiro_Koizumi_0058_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,False,0.38537043,False,False,False,0.0012,artifact_reload,False,0.07481498,False,False,False,0.0014,artifact_reload,False,0.34049153,False,False,False,0.0007,legacy_record,True,0.19975214,False,False,True,
faceauth_defense_5161d764390e,vf_5161d764390e,pair_000098,targeted_pgd_facenet_verification,pgd,Ariel_Sharon,Gerhard_Schroeder,0.01,0.001,10,0.47966246581077576,0.08480535447597504,0.48839738965034485,0.008735,True,True,samples/0.010/vf_5161d764390e/source/Ariel_Sharon_0042.jpg,samples/0.010/vf_5161d764390e/target_enroll/Gerhard_Schroeder_0036.jpg,samples/0.010/vf_5161d764390e/adversarial/Ariel_Sharon_Ariel_Sharon_0042_to_Gerhard_Schroeder_Gerhard_Schroeder_0036_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_5161d764390e/perturbation/Ariel_Sharon_Ariel_Sharon_0042_to_Gerhard_Schroeder_Gerhard_Schroeder_0036_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,False,0.40384471,False,False,False,0.0014,artifact_reload,False,0.05855628,False,False,False,0.0015,artifact_reload,False,0.34715378,False,False,False,0.0007,legacy_record,True,0.16783044,False,False,True,
faceauth_defense_517bc045f993,vf_517bc045f993,pair_000104,targeted_pgd_facenet_verification,pgd,Jean_Chretien,Hugo_Chavez,0.01,0.001,10,0.47966246581077576,0.20981867611408234,0.640665590763092,0.161003,True,True,samples/0.010/vf_517bc045f993/source/Jean_Chretien_0031.jpg,samples/0.010/vf_517bc045f993/target_enroll/Hugo_Chavez_0044.jpg,samples/0.010/vf_517bc045f993/adversarial/Jean_Chretien_Jean_Chretien_0031_to_Hugo_Chavez_Hugo_Chavez_0044_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_517bc045f993/perturbation/Jean_Chretien_Jean_Chretien_0031_to_Hugo_Chavez_Hugo_Chavez_0044_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.53777373,True,True,False,0.0014,artifact_reload,True,0.23832251,False,False,True,0.0014,artifact_reload,True,0.45054543,False,False,True,0.0007,legacy_record,True,0.23059574,False,False,True,
faceauth_defense_5192e29fd3b4,vf_5192e29fd3b4,pair_000065,targeted_pgd_facenet_verification,pgd,Gerhard_Schroeder,John_Ashcroft,0.005,0.001,10,0.47966246581077576,0.27380460500717163,0.5203720927238464,0.04071,True,True,samples/0.005/vf_5192e29fd3b4/source/Gerhard_Schroeder_0024.jpg,samples/0.005/vf_5192e29fd3b4/target_enroll/John_Ashcroft_0006.jpg,samples/0.005/vf_5192e29fd3b4/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0024_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_5192e29fd3b4/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0024_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,True,0.4928579,True,True,False,0.0012,artifact_reload,True,0.2654196,False,False,True,0.0014,artifact_reload,True,0.4537077,False,False,True,0.0007,legacy_record,True,-0.05608413,False,False,True,
faceauth_defense_527d834a90c9,vf_527d834a90c9,pair_000094,targeted_pgd_facenet_verification,pgd,Donald_Rumsfeld,George_W_Bush,0.005,0.001,10,0.47966246581077576,0.18950439989566803,0.5881280303001404,0.108466,True,True,samples/0.005/vf_527d834a90c9/source/Donald_Rumsfeld_0007.jpg,samples/0.005/vf_527d834a90c9/target_enroll/George_W_Bush_0339.jpg,samples/0.005/vf_527d834a90c9/adversarial/Donald_Rumsfeld_Donald_Rumsfeld_0007_to_George_W_Bush_George_W_Bush_0339_facenet_eps0.005_a0.001_s10.jpg,samples/0.005/vf_527d834a90c9/perturbation/Donald_Rumsfeld_Donald_Rumsfeld_0007_to_George_W_Bush_George_W_Bush_0339_facenet_eps0.005_a0.001_s10_perturbation.jpg,artifact_reload,True,0.54053831,True,True,False,0.0013,artifact_reload,True,0.24643567,False,False,True,0.0014,artifact_reload,True,0.51200402,True,True,False,0.0007,legacy_record,True,0.33576778,False,False,True,
faceauth_defense_52d06780daa5,vf_52d06780daa5,pair_000009,targeted_pgd_facenet_verification,pgd,Tony_Blair,Junichiro_Koizumi,0.01,0.001,10,0.47966246581077576,0.23096619546413422,0.6538065671920776,0.174144,True,True,samples/0.010/vf_52d06780daa5/source/Tony_Blair_0016.jpg,samples/0.010/vf_52d06780daa5/target_enroll/Junichiro_Koizumi_0047.jpg,samples/0.010/vf_52d06780daa5/adversarial/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_52d06780daa5/perturbation/Tony_Blair_Tony_Blair_0016_to_Junichiro_Koizumi_Junichiro_Koizumi_0047_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.5713504,True,True,False,0.0012,artifact_reload,True,0.11043687,False,False,True,0.0014,artifact_reload,True,0.50666392,True,True,False,0.0007,legacy_record,True,0.14432992,False,False,True,
faceauth_defense_53041ab01867,vf_53041ab01867,pair_000034,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Tony_Blair,0.01,0.001,20,0.47966246581077576,0.19492340087890625,0.7296029925346375,0.249941,True,True,samples/0.010/vf_53041ab01867/source/John_Ashcroft_0013.jpg,samples/0.010/vf_53041ab01867/target_enroll/Tony_Blair_0088.jpg,samples/0.010/vf_53041ab01867/adversarial/John_Ashcroft_John_Ashcroft_0013_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_53041ab01867/perturbation/John_Ashcroft_John_Ashcroft_0013_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.56839645,True,True,False,0.0012,artifact_reload,True,0.16471025,False,False,True,0.0013,artifact_reload,True,0.51338351,True,True,False,0.0007,legacy_record,True,0.23253343,False,False,True,
faceauth_defense_53873bf16646,vf_53873bf16646,pair_000078,targeted_pgd_facenet_verification,pgd,Tony_Blair,Colin_Powell,0.01,0.001,20,0.47966246581077576,0.39863404631614685,0.8801050186157227,0.400443,True,True,samples/0.010/vf_53873bf16646/source/Tony_Blair_0043.jpg,samples/0.010/vf_53873bf16646/target_enroll/Colin_Powell_0130.jpg,samples/0.010/vf_53873bf16646/adversarial/Tony_Blair_Tony_Blair_0043_to_Colin_Powell_Colin_Powell_0130_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_53873bf16646/perturbation/Tony_Blair_Tony_Blair_0043_to_Colin_Powell_Colin_Powell_0130_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.78425455,True,True,False,0.0012,artifact_reload,True,0.37067524,False,False,True,0.0013,artifact_reload,True,0.71809757,True,True,False,0.0007,legacy_record,True,0.36268914,False,False,True,
faceauth_defense_53d46e8db10e,vf_53d46e8db10e,pair_000074,targeted_pgd_facenet_verification,pgd,Jean_Chretien,Donald_Rumsfeld,0.01,0.001,10,0.47966246581077576,0.1414480060338974,0.5722769498825073,0.092614,True,True,samples/0.010/vf_53d46e8db10e/source/Jean_Chretien_0044.jpg,samples/0.010/vf_53d46e8db10e/target_enroll/Donald_Rumsfeld_0017.jpg,samples/0.010/vf_53d46e8db10e/adversarial/Jean_Chretien_Jean_Chretien_0044_to_Donald_Rumsfeld_Donald_Rumsfeld_0017_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_53d46e8db10e/perturbation/Jean_Chretien_Jean_Chretien_0044_to_Donald_Rumsfeld_Donald_Rumsfeld_0017_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.48611924,True,True,False,0.0012,artifact_reload,True,0.33084038,False,False,True,0.0013,artifact_reload,True,0.43018278,False,False,True,0.0007,legacy_record,True,-0.09653595,False,False,True,
faceauth_defense_543c2289bc82,vf_543c2289bc82,pair_000193,targeted_pgd_facenet_verification,pgd,George_W_Bush,Jean_Chretien,0.01,0.001,20,0.47966246581077576,0.18537792563438416,0.7780252695083618,0.298363,True,True,samples/0.010/vf_543c2289bc82/source/George_W_Bush_0239.jpg,samples/0.010/vf_543c2289bc82/target_enroll/Jean_Chretien_0031.jpg,samples/0.010/vf_543c2289bc82/adversarial/George_W_Bush_George_W_Bush_0239_to_Jean_Chretien_Jean_Chretien_0031_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_543c2289bc82/perturbation/George_W_Bush_George_W_Bush_0239_to_Jean_Chretien_Jean_Chretien_0031_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.63298672,True,True,False,0.0012,artifact_reload,True,-0.19937611,False,False,True,0.0013,artifact_reload,True,0.58607417,True,True,False,0.0007,legacy_record,True,0.17090014,False,False,True,
faceauth_defense_54c2d66704ac,vf_54c2d66704ac,pair_000060,targeted_pgd_facenet_verification,pgd,Ariel_Sharon,Donald_Rumsfeld,0.01,0.001,20,0.47966246581077576,0.08015882223844528,0.6080592274665833,0.128397,True,True,samples/0.010/vf_54c2d66704ac/source/Ariel_Sharon_0059.jpg,samples/0.010/vf_54c2d66704ac/target_enroll/Donald_Rumsfeld_0091.jpg,samples/0.010/vf_54c2d66704ac/adversarial/Ariel_Sharon_Ariel_Sharon_0059_to_Donald_Rumsfeld_Donald_Rumsfeld_0091_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_54c2d66704ac/perturbation/Ariel_Sharon_Ariel_Sharon_0059_to_Donald_Rumsfeld_Donald_Rumsfeld_0091_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,False,0.46992522,False,False,False,0.0012,artifact_reload,False,0.01173716,False,False,False,0.0014,artifact_reload,False,0.40857551,False,False,False,0.0007,legacy_record,True,0.12996987,False,False,True,
faceauth_defense_55221d8a3d2e,vf_55221d8a3d2e,pair_000178,targeted_pgd_facenet_verification,pgd,Jean_Chretien,Gerhard_Schroeder,0.01,0.001,20,0.47966246581077576,0.09481785446405411,0.617258608341217,0.137596,True,True,samples/0.010/vf_55221d8a3d2e/source/Jean_Chretien_0002.jpg,samples/0.010/vf_55221d8a3d2e/target_enroll/Gerhard_Schroeder_0024.jpg,samples/0.010/vf_55221d8a3d2e/adversarial/Jean_Chretien_Jean_Chretien_0002_to_Gerhard_Schroeder_Gerhard_Schroeder_0024_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_55221d8a3d2e/perturbation/Jean_Chretien_Jean_Chretien_0002_to_Gerhard_Schroeder_Gerhard_Schroeder_0024_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.50352615,True,True,False,0.0013,artifact_reload,True,-0.02484405,False,False,True,0.0015,artifact_reload,True,0.40841293,False,False,True,0.0007,legacy_record,True,0.30171978,False,False,True,
faceauth_defense_55533266ecd5,vf_55533266ecd5,pair_000064,targeted_pgd_facenet_verification,pgd,Colin_Powell,Gerhard_Schroeder,0.01,0.001,20,0.47966246581077576,0.36480143666267395,0.7865967750549316,0.306934,True,True,samples/0.010/vf_55533266ecd5/source/Colin_Powell_0185.jpg,samples/0.010/vf_55533266ecd5/target_enroll/Gerhard_Schroeder_0084.jpg,samples/0.010/vf_55533266ecd5/adversarial/Colin_Powell_Colin_Powell_0185_to_Gerhard_Schroeder_Gerhard_Schroeder_0084_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_55533266ecd5/perturbation/Colin_Powell_Colin_Powell_0185_to_Gerhard_Schroeder_Gerhard_Schroeder_0084_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.69397366,True,True,False,0.0015,artifact_reload,True,0.10129538,False,False,True,0.0013,artifact_reload,True,0.67104697,True,True,False,0.0007,legacy_record,True,0.33095545,False,False,True,
faceauth_defense_5763c567fa7f,vf_5763c567fa7f,pair_000032,targeted_pgd_facenet_verification,pgd,Hugo_Chavez,Junichiro_Koizumi,0.01,0.001,20,0.47966246581077576,0.19210177659988403,0.7382447719573975,0.258582,True,True,samples/0.010/vf_5763c567fa7f/source/Hugo_Chavez_0046.jpg,samples/0.010/vf_5763c567fa7f/target_enroll/Junichiro_Koizumi_0040.jpg,samples/0.010/vf_5763c567fa7f/adversarial/Hugo_Chavez_Hugo_Chavez_0046_to_Junichiro_Koizumi_Junichiro_Koizumi_0040_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_5763c567fa7f/perturbation/Hugo_Chavez_Hugo_Chavez_0046_to_Junichiro_Koizumi_Junichiro_Koizumi_0040_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.62131822,True,True,False,0.0013,artifact_reload,True,0.26396051,False,False,True,0.0016,artifact_reload,True,0.53889263,True,True,False,0.0007,legacy_record,True,0.10373615,False,False,True,
faceauth_defense_5820ea90f485,vf_5820ea90f485,pair_000053,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Jean_Chretien,0.01,0.001,10,0.47966246581077576,0.030508117750287056,0.4948583245277405,0.015196,True,True,samples/0.010/vf_5820ea90f485/source/John_Ashcroft_0013.jpg,samples/0.010/vf_5820ea90f485/target_enroll/Jean_Chretien_0040.jpg,samples/0.010/vf_5820ea90f485/adversarial/John_Ashcroft_John_Ashcroft_0013_to_Jean_Chretien_Jean_Chretien_0040_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_5820ea90f485/perturbation/John_Ashcroft_John_Ashcroft_0013_to_Jean_Chretien_Jean_Chretien_0040_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,False,0.39705837,False,False,False,0.0012,artifact_reload,False,-0.08283507,False,False,False,0.0014,artifact_reload,False,0.34833297,False,False,False,0.0008,legacy_record,True,0.18446343,False,False,True,
faceauth_defense_58246b8715b4,vf_58246b8715b4,pair_000029,targeted_pgd_facenet_verification,pgd,George_W_Bush,Tony_Blair,0.01,0.001,20,0.47966246581077576,0.2958222031593323,0.7879781723022461,0.308316,True,True,samples/0.010/vf_58246b8715b4/source/George_W_Bush_0442.jpg,samples/0.010/vf_58246b8715b4/target_enroll/Tony_Blair_0088.jpg,samples/0.010/vf_58246b8715b4/adversarial/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_58246b8715b4/perturbation/George_W_Bush_George_W_Bush_0442_to_Tony_Blair_Tony_Blair_0088_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.67268157,True,True,False,0.0013,artifact_reload,True,0.29538676,False,False,True,0.0014,artifact_reload,True,0.60405052,True,True,False,0.0007,legacy_record,True,0.20804693,False,False,True,
faceauth_defense_5a83e8acf964,vf_5a83e8acf964,pair_000088,targeted_pgd_facenet_verification,pgd,John_Ashcroft,Colin_Powell,0.01,0.001,20,0.47966246581077576,0.03595558553934097,0.5894824266433716,0.10982,True,True,samples/0.010/vf_5a83e8acf964/source/John_Ashcroft_0013.jpg,samples/0.010/vf_5a83e8acf964/target_enroll/Colin_Powell_0108.jpg,samples/0.010/vf_5a83e8acf964/adversarial/John_Ashcroft_John_Ashcroft_0013_to_Colin_Powell_Colin_Powell_0108_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_5a83e8acf964/perturbation/John_Ashcroft_John_Ashcroft_0013_to_Colin_Powell_Colin_Powell_0108_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,False,0.44392076,False,False,False,0.0014,artifact_reload,False,0.0867613,False,False,False,0.0014,artifact_reload,False,0.37945816,False,False,False,0.0006,legacy_record,True,0.12222068,False,False,True,
faceauth_defense_5a94edcabb77,vf_5a94edcabb77,pair_000007,targeted_pgd_facenet_verification,pgd,Junichiro_Koizumi,George_W_Bush,0.01,0.001,10,0.47966246581077576,0.3100721538066864,0.9223681688308716,0.442706,True,True,samples/0.010/vf_5a94edcabb77/source/Junichiro_Koizumi_0017.jpg,samples/0.010/vf_5a94edcabb77/target_enroll/George_W_Bush_0391.jpg,samples/0.010/vf_5a94edcabb77/adversarial/Junichiro_Koizumi_Junichiro_Koizumi_0017_to_George_W_Bush_George_W_Bush_0391_facenet_eps0.010_a0.001_s10.jpg,samples/0.010/vf_5a94edcabb77/perturbation/Junichiro_Koizumi_Junichiro_Koizumi_0017_to_George_W_Bush_George_W_Bush_0391_facenet_eps0.010_a0.001_s10_perturbation.jpg,artifact_reload,True,0.85273528,True,True,False,0.0012,artifact_reload,True,0.00869676,False,False,True,0.0014,artifact_reload,True,0.80112946,True,True,False,0.0007,legacy_record,True,0.26895267,False,False,True,
faceauth_defense_5ac12474b323,vf_5ac12474b323,pair_000037,targeted_pgd_facenet_verification,pgd,Colin_Powell,George_W_Bush,0.01,0.001,20,0.47966246581077576,0.11175183951854706,0.7243698835372925,0.244707,True,True,samples/0.010/vf_5ac12474b323/source/Colin_Powell_0077.jpg,samples/0.010/vf_5ac12474b323/target_enroll/George_W_Bush_0454.jpg,samples/0.010/vf_5ac12474b323/adversarial/Colin_Powell_Colin_Powell_0077_to_George_W_Bush_George_W_Bush_0454_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_5ac12474b323/perturbation/Colin_Powell_Colin_Powell_0077_to_George_W_Bush_George_W_Bush_0454_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.56745851,True,True,False,0.0013,artifact_reload,True,0.22560959,False,False,True,0.0015,artifact_reload,True,0.49540552,True,True,False,0.0007,legacy_record,True,0.13960412,False,False,True,
faceauth_defense_5cd9fd7e47e8,vf_5cd9fd7e47e8,pair_000065,targeted_pgd_facenet_verification,pgd,Gerhard_Schroeder,John_Ashcroft,0.01,0.001,20,0.47966246581077576,0.27380460500717163,0.71491938829422,0.235257,True,True,samples/0.010/vf_5cd9fd7e47e8/source/Gerhard_Schroeder_0024.jpg,samples/0.010/vf_5cd9fd7e47e8/target_enroll/John_Ashcroft_0006.jpg,samples/0.010/vf_5cd9fd7e47e8/adversarial/Gerhard_Schroeder_Gerhard_Schroeder_0024_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.010_a0.001_s20.jpg,samples/0.010/vf_5cd9fd7e47e8/perturbation/Gerhard_Schroeder_Gerhard_Schroeder_0024_to_John_Ashcroft_John_Ashcroft_0006_facenet_eps0.010_a0.001_s20_perturbation.jpg,artifact_reload,True,0.59748471,True,True,False,0.0013,artifact_reload,True,0.27617514,False,False,True,0.0014,artifact_reload,True,0.54327035,True,True,False,0.0007,legacy_record,True,-0.01703115,False,False,True,
