session_id,attempt_id,timestamp,account_id,source_identity,target_identity,pair_id,attack,attack_family,is_adaptive,epsilon,alpha,steps,queries_used,similarity_before,similarity_after_attack,similarity_gain,threshold,threshold_margin,accepted_before,accepted_after_attack,attack_success_before_defense,defense,bypassed_defenses,similarity_after_defense,accepted_after_defense,defense_bypassed,strong_defense_bypassed,defense_success,defense_time_sec,l2,linf,time_sec,risk_score,risk_level,rule_hits,source_file,target_enroll_file,adv_file,perturbation_file,rule_reasons
faceauth_sess_000580,vf_b8d63930fc88,2026-06-28T14:57:40+09:00,account_ffbb30f1279e,source_9a4dba119416,target_952b25972fe5,pair_000176,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.009985683485865593,0.6263443231582642,0.6163586396723986,0.47966246581077576,0.146682,False,True,True,,,,False,False,False,False,,7.7632155418396,0.030000001192092896,0.09455126499995004,65,high,FA-R001;FA-R005;FA-R006,artifact_3fa634f723a63e6c,artifact_a8a774cdc622163f,artifact_6c39c4e2c495908a,artifact_95cf9211ecece837,"[{""reason"": ""accepted=true, threshold_margin=0.146682 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_9a4dba119416 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_952b25972fe5 accepted attack attempts=67 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000581,vf_9e47bee31ac2,2026-06-28T14:58:17+09:00,account_e24a8188935d,source_9a4dba119416,target_6d0d6f90d03e,pair_000177,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.17099037766456604,0.5629851818084717,0.39199480414390564,0.47966246581077576,0.083323,False,True,True,,,,False,False,False,False,,7.959222316741943,0.030000001192092896,0.0936187870000822,65,high,FA-R001;FA-R005;FA-R006,artifact_3b48ae18c7abdd7b,artifact_3efcfdc62fe32047,artifact_642b29e572999979,artifact_715a0b4dad7dbead,"[{""reason"": ""accepted=true, threshold_margin=0.083323 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_9a4dba119416 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_6d0d6f90d03e accepted attack attempts=98 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000582,vf_4c7f06df9eae,2026-06-28T14:58:54+09:00,account_3290241e0d6b,source_9a4dba119416,target_056bbd32291f,pair_000178,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.09475754201412201,0.6012989282608032,0.5065413862466812,0.47966246581077576,0.121636,False,True,True,,,,False,False,False,False,,7.881005764007568,0.030000001192092896,0.09527941000010287,65,high,FA-R001;FA-R005;FA-R006,artifact_5f2b8341452fd825,artifact_c3f86906481f9416,artifact_62505aaae4a3dbcd,artifact_7bfdb1dfc686917d,"[{""reason"": ""accepted=true, threshold_margin=0.121636 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_9a4dba119416 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_056bbd32291f accepted attack attempts=116 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000583,vf_96fbd235253c,2026-06-28T14:59:31+09:00,account_3290241e0d6b,source_ebc43d3edd78,target_056bbd32291f,pair_000184,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.34020477533340454,0.8016449213027954,0.46144014596939087,0.47966246581077576,0.321982,False,True,True,,,,False,False,False,False,,7.506722450256348,0.030000001192092896,0.09463919699999224,70,high,FA-R001;FA-R005;FA-R006;FA-R007,artifact_b35f1d85e7ce447d,artifact_c3f86906481f9416,artifact_2c821cae7f2228a5,artifact_32f260b6d057c2f0,"[{""reason"": ""accepted=true, threshold_margin=0.321982 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_ebc43d3edd78 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_056bbd32291f accepted attack attempts=116 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""negative-pair similarity_before=0.340205 >= 0.300000"", ""rule_id"": ""FA-R007""}]"
faceauth_sess_000584,vf_3b81893738ce,2026-06-28T15:00:08+09:00,account_a833223b917d,source_b82940bb25ca,target_3b63f0fe705d,pair_000186,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.06617949903011322,0.583100438117981,0.5169209390878677,0.47966246581077576,0.103438,False,True,True,,,,False,False,False,False,,8.009187698364258,0.030000001192092896,0.10718623200000366,65,high,FA-R001;FA-R005;FA-R006,artifact_4c14d8f7cdffaea1,artifact_bd7baae8e18354db,artifact_a52ba9df142f7cd0,artifact_0d42bce6183dec90,"[{""reason"": ""accepted=true, threshold_margin=0.103438 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_b82940bb25ca targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_3b63f0fe705d accepted attack attempts=136 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000585,vf_6bdf5a96a009,2026-06-28T15:00:45+09:00,account_3290241e0d6b,source_ebc43d3edd78,target_056bbd32291f,pair_000190,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.16862112283706665,0.7313302755355835,0.5627091526985168,0.47966246581077576,0.251668,False,True,True,,,,False,False,False,False,,7.952269554138184,0.030000001192092896,0.09866730999999618,65,high,FA-R001;FA-R005;FA-R006,artifact_1f2662f515086b6d,artifact_4eaee4ca2fe3c90c,artifact_82f98fbc67c87c80,artifact_da0a0874b0fea781,"[{""reason"": ""accepted=true, threshold_margin=0.251668 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_ebc43d3edd78 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_056bbd32291f accepted attack attempts=116 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000586,vf_54448e26708c,2026-06-28T15:01:22+09:00,account_a833223b917d,source_c65c3c2f694d,target_3b63f0fe705d,pair_000191,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.32006245851516724,0.6829331517219543,0.3628706932067871,0.47966246581077576,0.203271,False,True,True,,,,False,False,False,False,,7.69779109954834,0.030000001192092896,0.11826095599997188,70,high,FA-R001;FA-R005;FA-R006;FA-R007,artifact_d29b7da3970ccc10,artifact_6aecda250b2641b1,artifact_564de0b9904ef268,artifact_457d05acae26b982,"[{""reason"": ""accepted=true, threshold_margin=0.203271 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_c65c3c2f694d targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_3b63f0fe705d accepted attack attempts=136 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""negative-pair similarity_before=0.320062 >= 0.300000"", ""rule_id"": ""FA-R007""}]"
faceauth_sess_000587,vf_f0e71c35ccbf,2026-06-28T15:01:59+09:00,account_325c93af0e36,source_6eda93227392,target_03259d71c4a4,pair_000192,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.234462708234787,0.7758469581604004,0.5413842499256134,0.47966246581077576,0.296184,False,True,True,,,,False,False,False,False,,7.983937740325928,0.030000001192092896,0.0975101059999588,65,high,FA-R001;FA-R005;FA-R006,artifact_15ca5879fea299d5,artifact_92ecf1288b2c460b,artifact_c454413b8c8328f8,artifact_2f16f624fada2577,"[{""reason"": ""accepted=true, threshold_margin=0.296184 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_6eda93227392 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_03259d71c4a4 accepted attack attempts=110 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000588,vf_3d31c897ae7d,2026-06-28T15:02:36+09:00,account_aa8cb7bdb1ee,source_ebc43d3edd78,target_5356319edd8e,pair_000193,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.18539074063301086,0.7573915123939514,0.5720007717609406,0.47966246581077576,0.277729,False,True,True,,,,False,False,False,False,,7.546398162841797,0.030000001192092896,0.09487852500001281,65,high,FA-R001;FA-R005;FA-R006,artifact_d37527ad8e64c7a1,artifact_0eaa9209b4789328,artifact_71535a921fd79c24,artifact_a6153ec5ee9b490d,"[{""reason"": ""accepted=true, threshold_margin=0.277729 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_ebc43d3edd78 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_5356319edd8e accepted attack attempts=94 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000589,vf_52fe6eda1025,2026-06-28T15:03:13+09:00,account_2930c947d69b,source_4008c321c1f3,target_f279b767b25d,pair_000196,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.08581272512674332,0.5631228685379028,0.4773101434111595,0.47966246581077576,0.08346,False,True,True,,,,False,False,False,False,,7.883448123931885,0.030000001192092896,0.09540057499998511,65,high,FA-R001;FA-R005;FA-R006,artifact_29f105adbb4d2bad,artifact_7bee462cb3c3f80b,artifact_1593f3e6f1b95ecd,artifact_7eb23d5d00814ce5,"[{""reason"": ""accepted=true, threshold_margin=0.083460 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_4008c321c1f3 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_f279b767b25d accepted attack attempts=129 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000590,vf_5f02af4084ae,2026-06-28T15:03:50+09:00,account_3290241e0d6b,source_c65c3c2f694d,target_056bbd32291f,pair_000197,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.19460049271583557,0.5349316596984863,0.34033116698265076,0.47966246581077576,0.055269,False,True,True,,,,False,False,False,False,,7.949151039123535,0.030000001192092896,0.09831403300006514,65,high,FA-R001;FA-R005;FA-R006,artifact_e96980d5edfadc16,artifact_7706b9ce355f5882,artifact_9ba63d6fca2770fc,artifact_af562dfe87aa5c1b,"[{""reason"": ""accepted=true, threshold_margin=0.055269 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_c65c3c2f694d targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_056bbd32291f accepted attack attempts=116 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000591,vf_aa935e201a2b,2026-06-28T15:04:27+09:00,account_096db15d39e1,source_9a4dba119416,target_bbb0daa338ba,pair_000198,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,-0.16422520577907562,0.5988372564315796,0.7630624622106552,0.47966246581077576,0.119175,False,True,True,,,,False,False,False,False,,7.765896320343018,0.030000001192092896,0.09507078900003307,65,high,FA-R001;FA-R005;FA-R006,artifact_3fa634f723a63e6c,artifact_73b02d8ade2871ce,artifact_76e9e987d47e9ee3,artifact_0ef9a79436bee0a8,"[{""reason"": ""accepted=true, threshold_margin=0.119175 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_9a4dba119416 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_bbb0daa338ba accepted attack attempts=98 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000592,vf_02ef915f485f,2026-06-28T15:05:04+09:00,account_ffbb30f1279e,source_ebc43d3edd78,target_952b25972fe5,pair_000199,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.16631093621253967,0.6305488348007202,0.46423789858818054,0.47966246581077576,0.150886,False,True,True,,,,False,False,False,False,,7.845480442047119,0.030000001192092896,0.09308580100002928,65,high,FA-R001;FA-R005;FA-R006,artifact_56dbdb29121a3932,artifact_4c14d8f7cdffaea1,artifact_e80a815414405c84,artifact_943082c64f4517a3,"[{""reason"": ""accepted=true, threshold_margin=0.150886 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_ebc43d3edd78 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_952b25972fe5 accepted attack attempts=67 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000593,vf_538b357f1169,2026-06-28T15:05:41+09:00,account_aa8cb7bdb1ee,source_27656f3b65b8,target_5356319edd8e,pair_000200,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,-0.02724723517894745,0.5110354423522949,0.5382826775312424,0.47966246581077576,0.031373,False,True,True,,,,False,False,False,False,,7.878986835479736,0.030000001192092896,0.0950574340000685,50,medium,FA-R005;FA-R006,artifact_7e33904983d7ce12,artifact_64a5cad660793f7d,artifact_2081507911e17cbc,artifact_769d7650d76fae25,"[{""reason"": ""source=source_27656f3b65b8 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_5356319edd8e accepted attack attempts=94 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000594,vf_4509ab15f2d3,2026-06-28T15:06:18+09:00,account_2930c947d69b,source_9a4dba119416,target_f279b767b25d,pair_000201,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.20828649401664734,0.7226787209510803,0.514392226934433,0.47966246581077576,0.243016,False,True,True,,,,False,False,False,False,,8.049919128417969,0.030000001192092896,0.09575877600002514,65,high,FA-R001;FA-R005;FA-R006,artifact_64a5cad660793f7d,artifact_1d1f7bab55394bab,artifact_dcd199099882f72d,artifact_887c252a895d8e48,"[{""reason"": ""accepted=true, threshold_margin=0.243016 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_9a4dba119416 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_f279b767b25d accepted attack attempts=129 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000595,vf_d2c41a4223b4,2026-06-28T15:06:55+09:00,account_aa8cb7bdb1ee,source_6eda93227392,target_5356319edd8e,pair_000206,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.4416871964931488,0.8368469476699829,0.3951597511768341,0.47966246581077576,0.357184,False,True,True,,,,False,False,False,False,,7.954986095428467,0.030000001192092896,0.097870685000089,70,high,FA-R001;FA-R005;FA-R006;FA-R007,artifact_ce2721d416eac85a,artifact_0eaa9209b4789328,artifact_1cd4bea83166c4e9,artifact_7fdd4194adac0581,"[{""reason"": ""accepted=true, threshold_margin=0.357184 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_6eda93227392 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_5356319edd8e accepted attack attempts=94 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""negative-pair similarity_before=0.441687 >= 0.300000"", ""rule_id"": ""FA-R007""}]"
faceauth_sess_000596,vf_630717aab30c,2026-06-28T15:07:32+09:00,account_2930c947d69b,source_ebc43d3edd78,target_f279b767b25d,pair_000208,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.2056865692138672,0.7118127346038818,0.5061261653900146,0.47966246581077576,0.23215,False,True,True,,,,False,False,False,False,,7.977288246154785,0.030000001192092896,0.09718380200001775,65,high,FA-R001;FA-R005;FA-R006,artifact_6c6c25051cfa3998,artifact_17a344f11f3f80bf,artifact_9937123ae443908d,artifact_8c85d34de4d11846,"[{""reason"": ""accepted=true, threshold_margin=0.232150 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_ebc43d3edd78 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_f279b767b25d accepted attack attempts=129 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000597,vf_a74e91282d35,2026-06-28T15:08:09+09:00,account_096db15d39e1,source_4008c321c1f3,target_bbb0daa338ba,pair_000209,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.2542976438999176,0.8308409452438354,0.5765433013439178,0.47966246581077576,0.351178,False,True,True,,,,False,False,False,False,,7.880371570587158,0.030000001192092896,0.10337382200009415,65,high,FA-R001;FA-R005;FA-R006,artifact_29f105adbb4d2bad,artifact_cbb6218f4949a5a2,artifact_c512c3bc487e5fad,artifact_12f464c19322121c,"[{""reason"": ""accepted=true, threshold_margin=0.351178 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_4008c321c1f3 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_bbb0daa338ba accepted attack attempts=98 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000598,vf_39ec02e331d0,2026-06-28T15:08:46+09:00,account_a90781b5ae10,source_6eda93227392,target_b750d1d78860,pair_000210,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.042284123599529266,0.6577923893928528,0.6155082657933235,0.47966246581077576,0.17813,False,True,True,,,,False,False,False,False,,8.150016784667969,0.030000001192092896,0.09690382600001612,65,high,FA-R001;FA-R005;FA-R006,artifact_779428829334b671,artifact_6f617d755391ba96,artifact_d5fe58f3591bd879,artifact_969753888c38df8c,"[{""reason"": ""accepted=true, threshold_margin=0.178130 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_6eda93227392 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_b750d1d78860 accepted attack attempts=62 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000599,vf_49d2e07a11a9,2026-06-28T15:09:23+09:00,account_2930c947d69b,source_16254f944d43,target_f279b767b25d,pair_000211,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,0.14308902621269226,0.6880229711532593,0.544933944940567,0.47966246581077576,0.208361,False,True,True,,,,False,False,False,False,,7.635606288909912,0.030000001192092896,0.09571735099996204,65,high,FA-R001;FA-R005;FA-R006,artifact_d51b99adfb1ea847,artifact_fa46fb138830feea,artifact_888cd120e893e3df,artifact_da88ce4c2163e544,"[{""reason"": ""accepted=true, threshold_margin=0.208361 >= 0.050000"", ""rule_id"": ""FA-R001""}, {""reason"": ""source=source_16254f944d43 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_f279b767b25d accepted attack attempts=129 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000600,vf_1c0466099f0d,2026-06-28T15:10:00+09:00,account_aa8cb7bdb1ee,source_b82940bb25ca,target_5356319edd8e,pair_000212,targeted_fgsm_facenet_verification,fgsm,False,0.03,0.03,1,,-0.10450756549835205,0.3815939426422119,0.48610150814056396,0.47966246581077576,-0.098069,False,False,False,,,,False,False,False,False,,7.8113932609558105,0.030000001192092896,0.09397801000000072,20,low,FA-R005;FA-R006,artifact_096090dc7a70a70e,artifact_346a77862e3e8efa,artifact_0161d8cb5ea26afe,artifact_42c91b3be0bf50c0,"[{""reason"": ""source=source_b82940bb25ca targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_5356319edd8e accepted attack attempts=94 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000601,vf_0fc97705f266,2026-06-28T15:10:37+09:00,account_325c93af0e36,source_4008c321c1f3,target_03259d71c4a4,pair_000002,targeted_square_facenet_verification,square,False,0.01,0.0,301,301,0.25671204924583435,0.2739578187465668,0.017245769500732422,0.47966246581077576,-0.205705,False,False,False,,,,False,False,False,False,,1.5866469144821167,0.009999752044677734,4.854565868999998,30,medium,FA-R003;FA-R005;FA-R006,artifact_7e3e442991cbe652,artifact_347da786b01f9302,artifact_78f49810fc1793a2,artifact_285f57f77fa3e691,"[{""reason"": ""queries_used=301 >= 100"", ""rule_id"": ""FA-R003""}, {""reason"": ""source=source_4008c321c1f3 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_03259d71c4a4 accepted attack attempts=110 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000602,vf_d1d14db1c6ef,2026-06-28T15:11:14+09:00,account_a833223b917d,source_3b3b33593a36,target_3b63f0fe705d,pair_000004,targeted_square_facenet_verification,square,False,0.01,0.0,301,301,0.32303187251091003,0.3413340747356415,0.018302202224731445,0.47966246581077576,-0.138328,False,False,False,,,,False,False,False,False,,1.5706003904342651,0.009999752044677734,4.773758924999925,35,medium,FA-R003;FA-R005;FA-R006;FA-R007,artifact_ea2e7a72513d695e,artifact_e70b76a6e0f31346,artifact_34132818a22b6a73,artifact_3c101e1477b8cfe2,"[{""reason"": ""queries_used=301 >= 100"", ""rule_id"": ""FA-R003""}, {""reason"": ""source=source_3b3b33593a36 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_3b63f0fe705d accepted attack attempts=136 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""negative-pair similarity_before=0.323032 >= 0.300000"", ""rule_id"": ""FA-R007""}]"
faceauth_sess_000603,vf_fcdd482ffaf2,2026-06-28T15:11:51+09:00,account_aa8cb7bdb1ee,source_ebc43d3edd78,target_5356319edd8e,pair_000005,targeted_square_facenet_verification,square,False,0.01,0.0,301,301,-0.048159029334783554,-0.021684711799025536,0.02647431753575802,0.47966246581077576,-0.501347,False,False,False,,,,False,False,False,False,,1.5674761533737183,0.009999971836805344,4.809648561000017,30,medium,FA-R003;FA-R005;FA-R006,artifact_f722e12471c34f1e,artifact_f69214ebe97d88e0,artifact_d9a8fd9ae79f2694,artifact_bb6a1945a2688d55,"[{""reason"": ""queries_used=301 >= 100"", ""rule_id"": ""FA-R003""}, {""reason"": ""source=source_ebc43d3edd78 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_5356319edd8e accepted attack attempts=94 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000604,vf_4e7c09decb02,2026-06-28T15:12:28+09:00,account_096db15d39e1,source_b82940bb25ca,target_bbb0daa338ba,pair_000007,targeted_square_facenet_verification,square,False,0.01,0.0,301,301,0.31008633971214294,0.3440145254135132,0.03392818570137024,0.47966246581077576,-0.135648,False,False,False,,,,False,False,False,False,,1.5391875505447388,0.009999975562095642,4.756830594999997,35,medium,FA-R003;FA-R005;FA-R006;FA-R007,artifact_096090dc7a70a70e,artifact_ffaab360051abf69,artifact_449442c0a3f16653,artifact_fc1682cedaad783b,"[{""reason"": ""queries_used=301 >= 100"", ""rule_id"": ""FA-R003""}, {""reason"": ""source=source_b82940bb25ca targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_bbb0daa338ba accepted attack attempts=98 >= 10"", ""rule_id"": ""FA-R006""}, {""reason"": ""negative-pair similarity_before=0.310086 >= 0.300000"", ""rule_id"": ""FA-R007""}]"
faceauth_sess_000605,vf_3a0ad7816d76,2026-06-28T15:13:05+09:00,account_ffbb30f1279e,source_3b3b33593a36,target_952b25972fe5,pair_000009,targeted_square_facenet_verification,square,False,0.01,0.0,301,301,0.23096579313278198,0.2493906021118164,0.018424808979034424,0.47966246581077576,-0.230272,False,False,False,,,,False,False,False,False,,1.582913875579834,0.00999993085861206,4.817079109000019,30,medium,FA-R003;FA-R005;FA-R006,artifact_5b19a99798e135c0,artifact_b7644562c14b66f3,artifact_7ce3b56be5a94416,artifact_dee9d0242569c6de,"[{""reason"": ""queries_used=301 >= 100"", ""rule_id"": ""FA-R003""}, {""reason"": ""source=source_3b3b33593a36 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_952b25972fe5 accepted attack attempts=67 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000606,vf_8dc1d7f783ba,2026-06-28T15:13:42+09:00,account_aa8cb7bdb1ee,source_ebc43d3edd78,target_5356319edd8e,pair_000011,targeted_square_facenet_verification,square,False,0.01,0.0,301,301,0.08974314481019974,0.11650751531124115,0.026764370501041412,0.47966246581077576,-0.363155,False,False,False,,,,False,False,False,False,,1.599656581878662,0.00999993085861206,4.7878317660000675,30,medium,FA-R003;FA-R005;FA-R006,artifact_7f52b550a3302ff0,artifact_3b48ae18c7abdd7b,artifact_5508c385dae9f8ef,artifact_b78148b546056fe1,"[{""reason"": ""queries_used=301 >= 100"", ""rule_id"": ""FA-R003""}, {""reason"": ""source=source_ebc43d3edd78 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_5356319edd8e accepted attack attempts=94 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000607,vf_ceda89860f27,2026-06-28T15:14:19+09:00,account_aa8cb7bdb1ee,source_b82940bb25ca,target_5356319edd8e,pair_000015,targeted_square_facenet_verification,square,False,0.01,0.0,301,301,-0.14001508057117462,-0.12275371700525284,0.017261363565921783,0.47966246581077576,-0.602416,False,False,False,,,,False,False,False,False,,1.5322376489639282,0.009999892674386501,4.878170348000026,30,medium,FA-R003;FA-R005;FA-R006,artifact_239654de81fc51e7,artifact_5f2b8341452fd825,artifact_6585641d31b75e8a,artifact_4c878c3508fc94b7,"[{""reason"": ""queries_used=301 >= 100"", ""rule_id"": ""FA-R003""}, {""reason"": ""source=source_b82940bb25ca targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_5356319edd8e accepted attack attempts=94 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000608,vf_f58867dc4d2c,2026-06-28T15:14:56+09:00,account_aa8cb7bdb1ee,source_16254f944d43,target_5356319edd8e,pair_000017,targeted_square_facenet_verification,square,False,0.01,0.0,301,301,0.20681104063987732,0.23404933512210846,0.02723829448223114,0.47966246581077576,-0.245613,False,False,False,,,,False,False,False,False,,1.5194073915481567,0.009999997913837433,4.783606165000037,30,medium,FA-R003;FA-R005;FA-R006,artifact_882998cf94863fb5,artifact_3fa634f723a63e6c,artifact_c93edfbe1bf1befc,artifact_3461e462dffe9eb5,"[{""reason"": ""queries_used=301 >= 100"", ""rule_id"": ""FA-R003""}, {""reason"": ""source=source_16254f944d43 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_5356319edd8e accepted attack attempts=94 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000609,vf_751f5c800f7a,2026-06-28T15:15:33+09:00,account_8b79ce491c71,source_b82940bb25ca,target_a5eaf0f7d6ad,pair_000019,targeted_square_facenet_verification,square,False,0.01,0.0,301,301,-0.03523227572441101,-0.01843833550810814,0.01679394021630287,0.47966246581077576,-0.498101,False,False,False,,,,False,False,False,False,,1.5778785943984985,0.009999662637710571,4.872068386000024,30,medium,FA-R003;FA-R005;FA-R006,artifact_fc7648caf3f43aa7,artifact_ad9ddf45426b33bb,artifact_9b036041f53f6c94,artifact_ff7f389adf2c632e,"[{""reason"": ""queries_used=301 >= 100"", ""rule_id"": ""FA-R003""}, {""reason"": ""source=source_b82940bb25ca targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_a5eaf0f7d6ad accepted attack attempts=71 >= 10"", ""rule_id"": ""FA-R006""}]"
faceauth_sess_000610,vf_76435fd70d99,2026-06-28T15:16:10+09:00,account_a90781b5ae10,source_ebc43d3edd78,target_b750d1d78860,pair_000021,targeted_square_facenet_verification,square,False,0.01,0.0,301,301,-0.13453172147274017,-0.10363168269395828,0.03090003877878189,0.47966246581077576,-0.583294,False,False,False,,,,False,False,False,False,,1.5730063915252686,0.00999993085861206,4.80882133800003,30,medium,FA-R003;FA-R005;FA-R006,artifact_dc20c1c862b75707,artifact_00c88802fcd48899,artifact_7688c946bd330ee1,artifact_fc5ee78795d66d8a,"[{""reason"": ""queries_used=301 >= 100"", ""rule_id"": ""FA-R003""}, {""reason"": ""source=source_ebc43d3edd78 targeted multiple identities"", ""rule_id"": ""FA-R005""}, {""reason"": ""target=target_b750d1d78860 accepted attack attempts=62 >= 10"", ""rule_id"": ""FA-R006""}]"
